image_path,true,pred,top1,top2
data/balanced_augmented_dataset/test/Transverse_Displaced/Transverse_Displaced_19_mri_0_9576_jpeg.rf.4a1a56c970e3371b11193a33fa1ecb4c_0013.jpg,7,6,6,6
data/balanced_augmented_dataset/test/Transverse_Displaced/Transverse_Displaced_139_jpg.rf.f6d15b51cf51fa8fda93fa4016bbb957_0001.jpg,7,3,3,3
data/balanced_augmented_dataset/test/Transverse_Displaced/Transverse_Displaced_133_jpg.rf.9d048606cd0939e5f74503f9e42f5f26_0012.jpg,7,2,2,2
data/balanced_augmented_dataset/test/Transverse_Displaced/Transverse_Displaced_59_jpg.rf.50f3d8b103644341d682a29b8965c707_0003.jpg,7,6,6,6
data/balanced_augmented_dataset/test/Transverse_Displaced/Transverse_Displaced_128_jpg.rf.61e504aaf99b9df4a19c66cdf6b1898a_0006.jpg,7,6,6,6
data/balanced_augmented_dataset/test/Transverse_Displaced/Transverse_Displaced_132_jpg.rf.cd34131e4299cef2bba36b8c1596c8b3_0010.jpg,7,4,4,4
data/balanced_augmented_dataset/test/Transverse_Displaced/Transverse_Displaced_49_jpg.rf.6c4e46e109a3fe19b86fa1579c73cc13_0011.jpg,7,6,6,6
data/balanced_augmented_dataset/test/Transverse_Displaced/Transverse_Displaced_224_jpg.rf.dac498242c6bca92e33acdda74e9ccb3_0007.jpg,7,6,6,6
data/balanced_augmented_dataset/test/Transverse_Displaced/Transverse_Displaced_19_mri_0_9576_jpeg.rf.142a49a1fe89e3f28c8bdff2b1346135_0008.jpg,7,6,6,6
data/balanced_augmented_dataset/test/Transverse_Displaced/Transverse_Displaced_149_jpg.rf.3b95c03cb6b56458ad576ea87d7301af_0002.jpg,7,6,6,6
data/balanced_augmented_dataset/test/Transverse_Displaced/Transverse_Displaced_208_jpg.rf.6d15d106ec4ad93215fe1b0981dacc35_0005.jpg,7,6,6,6
data/balanced_augmented_dataset/test/Transverse_Displaced/Transverse_Displaced_85_jpg.rf.32697d7d2444a34a01b41f290e609cd5_0009.jpg,7,1,1,1
